gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,at,che,dlc,ebit,lct,revt,costat,mkvalt,gsector
002859,20141231,2014,INDL,C,D,STD,CNL,USD,4379.0730,53.4090,18.2720,303.8800,237.7700,1269.4850,I,3295.3613,55
002859,20151231,2015,INDL,C,D,STD,CNL,USD,4323.3540,77.5090,19.4210,291.9300,206.5790,1209.4020,I,3157.7652,55
002884,20021231,2002,INDL,C,D,STD,LUMN,USD,7770.4080,3.6610,70.7370,611.2550,388.1040,1979.6410,A,4200.0473,50
002884,20031231,2003,INDL,C,D,STD,LUMN,USD,7895.8520,203.1810,72.4530,751.4370,471.3830,2379.2450,A,4709.1537,50
002884,20041231,2004,INDL,C,D,STD,LUMN,USD,7796.9530,167.2150,249.6170,741.1450,691.6180,2410.8850,A,4695.3058,50
002884,20051231,2005,INDL,C,D,STD,LUMN,USD,7762.7070,158.8460,276.7360,706.3560,746.2300,2443.3520,A,4346.4138,50
002884,20061231,2006,INDL,C,D,STD,LUMN,USD,7441.0070,25.6680,178.0120,673.0050,617.5650,2445.7670,A,4944.6696,50
002884,20071231,2007,INDL,C,D,STD,LUMN,USD,8184.5530,34.4020,279.8980,714.7840,736.5350,2562.6580,A,4498.0783,50
002884,20081231,2008,INDL,C,D,STD,LUMN,USD,8254.1950,243.3270,20.4070,734.6800,458.3900,2598.4070,A,2740.5704,50
002884,20091231,2009,INDL,C,D,STD,LUMN,USD,22562.7290,161.8070,500.0650,1507.7980,1707.1950,4973.2110,A,10833.6337,50
002884,20101231,2010,INDL,C,D,STD,LUMN,USD,22038.0980,172.9430,11.5830,2183.0070,1011.0420,7041.5340,A,14079.4492,50
002884,20111231,2011,INDL,C,D,STD,LUMN,USD,56139.0000,128.0000,480.0000,2492.0000,4019.0000,15351.0000,A,23008.7208,50
002884,20121231,2012,INDL,C,D,STD,LUMN,USD,54020.0000,211.0000,1205.0000,2846.0000,4595.0000,18376.0000,A,24475.7410,50
002884,20131231,2013,INDL,C,D,STD,LUMN,USD,51787.0000,168.0000,785.0000,2891.0000,4409.0000,18095.0000,A,18588.8385,50
002884,20141231,2014,INDL,C,D,STD,LUMN,USD,50147.0000,128.0000,550.0000,2628.0000,3918.0000,18031.0000,A,22501.9029,50
002884,20151231,2015,INDL,C,D,STD,LUMN,USD,47604.0000,126.0000,1503.0000,2771.0000,4604.0000,17900.0000,A,13682.0080,50
002884,20161231,2016,INDL,C,D,STD,LUMN,USD,47017.0000,222.0000,1503.0000,2575.0000,5349.0000,17470.0000,A,12996.8401,50
002884,20171231,2017,INDL,C,D,STD,LUMN,USD,75611.0000,556.0000,443.0000,2356.0000,4857.0000,17656.0000,A,17833.7389,50
002884,20181231,2018,INDL,C,D,STD,LUMN,USD,70256.0000,492.0000,652.0000,3689.0000,5531.0000,23443.0000,A,16364.5301,50
002884,20191231,2019,INDL,C,D,STD,LUMN,USD,64742.0000,1693.0000,2716.0000,3780.0000,7258.0000,22401.0000,A,14399.6662,50
002888,20051231,2005,INDL,C,D,STD,CRDN,USD,430.1930,99.3810,0.0000,81.6280,42.9080,368.2530,I,1173.6648,20
002888,20061231,2006,INDL,C,D,STD,CRDN,USD,613.8150,204.1120,0.0000,194.9760,69.9120,662.8880,I,1532.2235,20
002888,20071231,2007,INDL,C,D,STD,CRDN,USD,783.2860,187.3450,0.0000,221.9780,58.7310,756.8350,I,1282.0807,20
002916,20051231,2005,INDL,C,D,STD,CJHBQ,USD,566.6540,127.6920,1.2650,65.4310,186.0910,1272.5900,I,1035.7329,25
002938,20060131,2005,INDL,C,D,STD,CHRS.1,USD,1566.9950,217.1100,64.7650,158.1190,417.1650,2755.7250,I,1478.5214,25
002938,20070131,2006,INDL,C,D,STD,CHRS.1,USD,1710.9420,206.4780,10.8870,172.5240,397.7370,3067.5170,I,1620.2806,25
002940,20041231,2004,INDL,C,D,STD,MGLN,USD,1188.3380,444.6070,75.1580,162.2960,382.3080,1795.4020,A,1208.2734,35
002940,20051231,2005,INDL,C,D,STD,MGLN,USD,1069.4860,466.9150,25.1940,176.7230,311.9250,1808.0030,A,1150.5668,35
002940,20061231,2006,INDL,C,D,STD,MGLN,USD,1207.5200,357.2980,27.9070,121.7410,321.0730,1684.0700,A,1633.3702,35
002940,20071231,2007,INDL,C,D,STD,MGLN,USD,1435.1230,619.2800,13.9690,135.7380,375.8590,2155.9530,A,1872.5209,35
002940,20081231,2008,INDL,C,D,STD,MGLN,USD,1417.5640,647.3610,0.0080,130.2590,373.8810,2625.3940,A,1449.1550,35
002940,20091231,2009,INDL,C,D,STD,MGLN,USD,1441.0410,534.5550,0.0000,161.5870,369.1640,2641.8140,A,1406.6106,35
002940,20101231,2010,INDL,C,D,STD,MGLN,USD,1549.4320,664.7450,0.5590,221.3610,390.1690,2969.2400,A,1597.2130,35
002940,20111231,2011,INDL,C,D,STD,MGLN,USD,1341.1670,519.0560,0.0000,194.3810,369.5500,2799.4000,A,1344.2483,35
002940,20121231,2012,INDL,C,D,STD,MGLN,USD,1512.1330,637.9910,0.0000,189.0930,393.2020,3207.3970,A,1340.2970,35
002940,20131231,2013,INDL,C,D,STD,MGLN,USD,1759.2180,640.7750,3.0050,182.6000,476.2670,3546.3170,A,1654.4746,35
002940,20141231,2014,INDL,C,D,STD,MGLN,USD,2094.1570,725.6090,15.7790,131.0780,585.8400,3760.1180,A,1616.9081,35
002940,20151231,2015,INDL,C,D,STD,MGLN,USD,2069.0600,599.1200,19.0140,119.9890,724.2350,4597.4000,A,1522.5087,35
002940,20161231,2016,INDL,C,D,STD,MGLN,USD,2443.6870,640.7860,403.6930,159.7880,1092.8500,4836.8840,A,1769.6543,35
002940,20171231,2017,INDL,C,D,STD,MGLN,USD,2957.2340,750.4310,112.8490,160.0100,892.3030,5838.5830,A,2336.7031,35
002940,20181231,2018,INDL,C,D,STD,MGLN,USD,2979.0560,698.2910,24.2740,65.8290,898.8930,7314.1510,A,1361.6622,35
002940,20191231,2019,INDL,C,D,STD,MGLN,USD,3092.1730,698.3400,16.7020,95.6570,910.1470,7159.4230,A,1926.7498,35
002942,20130731,2013,INDL,C,D,STD,CMD,USD,487.6710,34.0760,10.0000,61.3920,59.1510,425.0260,A,1091.8025,35
002942,20140731,2014,INDL,C,D,STD,CMD,USD,536.1450,31.7810,0.0000,72.0500,66.4990,488.7490,A,1389.5503,35
002942,20150731,2015,INDL,C,D,STD,CMD,USD,584.0310,31.7200,0.0000,83.6270,70.6240,565.0040,A,2283.2275,35
002942,20160731,2016,INDL,C,D,STD,CMD,USD,694.5320,28.3670,0.0000,100.4640,96.3350,664.7550,A,2792.3506,35
002942,20170731,2017,INDL,C,D,STD,CMD,USD,786.3730,36.5840,0.0000,118.0780,106.7790,770.1570,A,3096.2918,35
002942,20180731,2018,INDL,C,D,STD,CMD,USD,963.7080,94.0970,10.0000,133.3870,134.7830,871.9220,A,3866.5633,35
002942,20190731,2019,INDL,C,D,STD,CMD,USD,1070.3660,44.5350,10.0000,120.2100,151.4000,918.1550,A,3854.6279,35
002950,20071130,2007,INDL,C,D,STD,CHTT,USD,780.5600,15.4070,10.5840,124.2390,50.3600,423.3780,I,1353.8137,30
002950,20081130,2008,INDL,C,D,STD,CHTT,USD,792.9720,32.3100,4.1840,142.5760,43.5930,454.8790,I,1377.2335,30
002950,20091130,2009,INDL,C,D,STD,CHTT,USD,801.1600,64.7660,3.4610,157.5900,47.0220,463.3420,I,1245.4294,30
002953,20071231,2007,INDL,C,D,STD,CKP,USD,1031.0440,118.3000,3.7560,71.3360,224.8150,834.1560,I,1034.0560,45
002960,20051231,2005,INDL,C,D,STD,CHE,USD,835.0850,57.1330,1.0450,94.3250,168.8950,926.4770,A,1290.6864,35
002960,20071231,2007,INDL,C,D,STD,CHE,USD,772.3130,4.9880,10.1620,123.5440,152.8320,1100.0580,A,1338.9966,35
002960,20091231,2009,INDL,C,D,STD,CHE,USD,819.4700,112.4160,0.0000,131.8020,136.0840,1190.2360,A,1084.8895,35
002960,20101231,2010,INDL,C,D,STD,CHE,USD,830.1610,49.9170,0.0000,146.7110,149.3420,1280.5450,A,1351.4293,35
002960,20121231,2012,INDL,C,D,STD,CHE,USD,859.6260,69.5310,0.0000,160.7030,156.8220,1430.0430,A,1271.1099,35
002960,20131231,2013,INDL,C,D,STD,CHE,USD,893.7010,84.4180,183.5640,163.3600,363.9860,1413.3290,A,1347.3627,35
002960,20141231,2014,INDL,C,D,STD,CHE,USD,859.9320,14.1320,6.2500,171.0310,175.5540,1456.2820,A,1784.7663,35
002960,20151231,2015,INDL,C,D,STD,CHE,USD,852.3250,14.7270,7.5000,189.6460,171.3360,1543.3880,A,2516.1906,35
002960,20161231,2016,INDL,C,D,STD,CHE,USD,880.0590,15.3100,8.7500,188.5450,171.8320,1576.8810,A,2596.5567,35
002960,20171231,2017,INDL,C,D,STD,CHE,USD,920.0260,11.1210,10.0000,209.3220,193.5220,1666.7240,A,3897.5548,35
002960,20181231,2018,INDL,C,D,STD,CHE,USD,975.5290,4.8310,0.0000,245.6890,191.6700,1782.6480,A,4496.5034,35
002960,20191231,2019,INDL,C,D,STD,CHE,USD,1268.3170,6.1580,39.2800,271.3460,262.2200,1938.5550,A,7003.1222,35
002986,20161231,2016,INDL,C,D,STD,CPK,USD,1229.2190,4.1780,221.9700,83.9660,334.0510,498.8600,A,1091.5528,55
002986,20171231,2017,INDL,C,D,STD,CPK,USD,1417.4340,5.6140,260.3900,85.7130,413.0000,617.5830,A,1283.8212,55
002986,20181231,2018,INDL,C,D,STD,CPK,USD,1693.6710,6.0890,306.3930,105.6000,528.2340,717.4890,A,1331.5314,55
002986,20191231,2019,INDL,C,D,STD,CPK,USD,1783.1980,6.9850,294.6760,104.8360,423.3240,479.6040,A,1571.9953,55
002991,20021231,2002,INDL,C,D,STD,CVX,USD,77359.0000,3781.0000,5358.0000,6928.0000,19876.0000,91685.0000,A,71009.7478,10
002991,20031231,2003,INDL,C,D,STD,CVX,USD,81470.0000,5267.0000,1703.0000,11595.0000,16111.0000,112937.0000,A,92363.6957,10
002991,20041231,2004,INDL,C,D,STD,CVX,USD,93208.0000,10742.0000,816.0000,16662.0000,18795.0000,142897.0000,A,110644.8712,10
002991,20051231,2005,INDL,C,D,STD,CVX,USD,125833.0000,11144.0000,739.0000,21216.0000,25011.0000,184922.0000,A,126749.6410,10
002991,20061231,2006,INDL,C,D,STD,CVX,USD,132628.0000,11446.0000,2159.0000,27571.0000,28409.0000,195341.0000,A,159159.9497,10
002991,20071231,2007,INDL,C,D,STD,CVX,USD,148786.0000,8094.0000,1162.0000,25877.0000,33798.0000,203970.0000,A,195100.2052,10
002991,20081231,2008,INDL,C,D,STD,CVX,USD,161165.0000,9560.0000,2818.0000,35710.0000,32023.0000,255112.0000,A,148253.0410,10
002991,20091231,2009,INDL,C,D,STD,CVX,USD,164621.0000,8822.0000,384.0000,14322.0000,26211.0000,159293.0000,A,154574.5168,10
002991,20101231,2010,INDL,C,D,STD,CVX,USD,184769.0000,17070.0000,187.0000,25619.0000,29012.0000,189607.0000,A,183182.6413,10
002991,20111231,2011,INDL,C,D,STD,CVX,USD,209474.0000,20071.0000,340.0000,38299.0000,33600.0000,236286.0000,A,210796.1688,10
002991,20121231,2012,INDL,C,D,STD,CVX,USD,232982.0000,21913.0000,127.0000,35013.0000,34212.0000,222580.0000,A,210515.9217,10
002991,20131231,2013,INDL,C,D,STD,CVX,USD,253753.0000,16516.0000,374.0000,27213.0000,33018.0000,211664.0000,A,239028.1507,10
002991,20141231,2014,INDL,C,D,STD,CVX,USD,266026.0000,13215.0000,3790.0000,19726.0000,31926.0000,192308.0000,A,210859.0248,10
002991,20151231,2015,INDL,C,D,STD,CVX,USD,266103.0000,11332.0000,4928.0000,-3357.0000,26464.0000,122566.0000,A,169377.9474,10
002991,20161231,2016,INDL,C,D,STD,CVX,USD,260078.0000,7001.0000,10840.0000,-6133.0000,31785.0000,103310.0000,A,222630.3739,10
002991,20171231,2017,INDL,C,D,STD,CVX,USD,253806.0000,4822.0000,5192.0000,2480.0000,27737.0000,127485.0000,A,238449.6434,10
002991,20181231,2018,INDL,C,D,STD,CVX,USD,253863.0000,10686.0000,5726.0000,14446.0000,27171.0000,158902.0000,A,207009.7460,10
002991,20191231,2019,INDL,C,D,STD,CVX,USD,237428.0000,6201.0000,4559.0000,100.0000,26530.0000,139865.0000,A,226820.0657,10
003007,20030630,2003,INDL,C,D,STD,EAT,USD,1943.2900,33.4920,17.6290,296.4030,310.2110,3285.3940,A,3524.7371,25
003007,20040630,2004,INDL,C,D,STD,EAT,USD,2207.3860,226.7620,18.0990,320.6080,379.1620,3707.4860,A,3092.9098,25
003007,20050630,2005,INDL,C,D,STD,EAT,USD,2156.1240,42.2530,1.8050,325.6290,419.9170,3912.8500,A,3571.7792,25
003007,20060630,2006,INDL,C,D,STD,EAT,USD,2221.7790,55.6150,2.1970,328.5490,497.3750,4151.2910,A,3032.5020,25
003007,20070630,2007,INDL,C,D,STD,EAT,USD,2318.0210,85.2370,1.7610,335.3290,525.0820,4376.9040,A,3223.4173,25
003007,20080630,2008,INDL,C,D,STD,EAT,USD,2193.1220,89.1490,1.9730,242.1160,526.1690,4235.2230,A,1914.8724,25
003007,20090630,2009,INDL,C,D,STD,EAT,USD,1948.9470,123.9050,1.8150,159.5890,408.8820,3620.5800,A,1739.1888,25
003007,20100630,2010,INDL,C,D,STD,EAT,USD,1852.1040,344.6240,16.8660,146.4870,449.8770,2858.4980,A,1468.7311,25
003007,20110630,2011,INDL,C,D,STD,EAT,USD,1484.5680,81.9880,22.0910,209.7510,405.6010,2761.3860,A,2028.6635,25
003007,20120630,2012,INDL,C,D,STD,EAT,USD,1436.0720,59.1030,27.3340,239.2170,401.7490,2826.9220,A,2369.2795,25
003007,20130630,2013,INDL,C,D,STD,EAT,USD,1452.6030,59.3670,27.5960,265.1620,390.2110,2846.0980,A,2659.3169,25
003007,20140630,2014,INDL,C,D,STD,EAT,USD,1490.6040,57.6850,27.8840,283.4740,466.1100,2905.4520,A,3140.7954,25
003007,20150630,2015,INDL,C,D,STD,EAT,USD,1435.8730,55.1210,3.4390,311.9750,418.4750,3002.2780,A,3492.7829,25
003007,20160630,2016,INDL,C,D,STD,EAT,USD,1472.7160,31.4460,3.5630,320.2250,432.4430,3257.4890,A,2523.3181,25
003007,20170630,2017,INDL,C,D,STD,EAT,USD,1413.7000,9.0640,9.6490,266.4820,446.4280,3150.8370,A,1845.6021,25
003007,20180630,2018,INDL,C,D,STD,EAT,USD,1347.3400,10.8720,7.0880,236.7930,434.3400,3135.4170,A,1941.9848,25
003007,20190630,2019,INDL,C,D,STD,EAT,USD,1258.3000,13.4000,9.7000,202.8000,421.6000,3217.9000,A,1475.6250,25
003011,20021231,2002,INDL,C,D,STD,CHIR.1,USD,2960.3440,874.0800,0.0710,173.5830,298.6360,1171.7040,I,7025.6352,35
003011,20031231,2003,INDL,C,D,STD,CHIR.1,USD,4195.1690,538.4820,0.5700,215.3160,436.9130,1643.6500,I,10661.8127,35
003011,20041231,2004,INDL,C,D,STD,CHIR.1,USD,4296.1970,603.6210,2.6870,-56.3120,425.1380,1605.1090,I,6228.6437,35
003011,20051231,2005,INDL,C,D,STD,CHIR.1,USD,4747.4790,686.0740,49.5940,92.0730,564.7640,1782.9780,I,8736.7707,35
003026,20021231,2002,INDL,C,D,STD,CHD,USD,988.2410,76.3020,15.9450,106.8140,191.1670,1047.1490,A,1214.0657,30
003026,20031231,2003,INDL,C,D,STD,CHD,USD,1119.6170,75.6340,65.8970,111.8510,232.0540,1056.8740,A,1615.1256,30
003026,20041231,2004,INDL,C,D,STD,CHD,USD,1877.9980,145.5400,104.0360,182.2530,357.5390,1462.0620,A,2124.3806,30
003026,20051231,2005,INDL,C,D,STD,CHD,USD,1962.1170,126.6780,121.2820,233.7760,409.7100,1736.5060,A,2126.7687,30
003026,20061231,2006,INDL,C,D,STD,CHD,USD,2334.1540,110.4760,140.4110,266.4020,444.4040,1945.6610,A,2787.6467,30
003026,20071231,2007,INDL,C,D,STD,CHD,USD,2532.4900,249.8090,148.7060,305.2340,457.7890,2220.9400,A,3581.7590,30
003026,20081231,2008,INDL,C,D,STD,CHD,USD,2801.4380,197.9990,74.7390,361.5320,387.1210,2422.3980,A,3932.4968,30
003026,20091231,2009,INDL,C,D,STD,CHD,USD,3118.4460,447.1430,218.9490,444.3920,567.0320,2520.9220,A,4264.7475,30
003026,20101231,2010,INDL,C,D,STD,CHD,USD,2945.1940,189.2020,90.0000,471.2090,447.0920,2589.2200,A,4914.5691,30
003026,20111231,2011,INDL,C,D,STD,CHD,USD,3117.6000,251.4000,2.6000,497.0000,383.6000,2749.3000,A,6511.0531,30
003026,20121231,2012,INDL,C,D,STD,CHD,USD,4098.1000,343.0000,253.8000,548.0000,725.6000,2921.9000,A,7434.4982,30
003026,20131231,2013,INDL,C,D,STD,CHD,USD,4259.7000,496.9000,159.5000,628.7000,651.2000,3194.3000,A,9210.6002,30
003026,20141231,2014,INDL,C,D,STD,CHD,USD,4381.3000,423.0000,402.4000,646.2000,905.3000,3297.6000,A,10509.4711,30
003026,20151231,2015,INDL,C,D,STD,CHD,USD,4256.9000,330.0000,363.0000,683.1000,872.7000,3394.8000,A,11030.4955,30
003026,20161231,2016,INDL,C,D,STD,CHD,USD,4354.1000,187.8000,432.5000,729.1000,1001.9000,3493.1000,A,11222.6250,30
003026,20171231,2017,INDL,C,D,STD,CHD,USD,6014.8000,278.9000,276.9000,775.4000,935.0000,3776.2000,A,12423.5971,30
003026,20181231,2018,INDL,C,D,STD,CHD,USD,6069.2000,316.7000,604.3000,787.7000,1326.3000,4145.9000,A,16235.2234,30
003026,20191231,2019,INDL,C,D,STD,CHD,USD,6657.4000,155.7000,269.3000,850.5000,1092.3000,4357.7000,A,17262.5614,30
003028,20121231,2012,INDL,C,D,STD,CHDN,USD,1114.3370,75.4180,215.7550,90.9460,406.5700,732.3830,A,1159.4196,25
003028,20131231,2013,INDL,C,D,STD,CHDN,USD,1352.2610,80.7820,0.9730,91.2250,213.2060,779.3250,A,1609.0382,25
003028,20141231,2014,INDL,C,D,STD,CHDN,USD,2360.2740,94.0010,11.7940,106.9860,334.0190,817.4340,A,1665.0816,25
003028,20151231,2015,INDL,C,D,STD,CHDN,USD,2277.4440,104.2140,16.2500,159.2140,640.1020,1212.3010,A,2348.7340,25
003028,20161231,2016,INDL,C,D,STD,CHDN,USD,2254.4000,83.0000,14.2000,178.9000,468.1000,1308.6000,A,2482.4250,25
003028,20171231,2017,INDL,C,D,STD,CHDN,USD,2359.4000,82.9000,4.0000,169.7000,453.2000,882.6000,A,3583.5800,25
003028,20181231,2018,INDL,C,D,STD,CHDN,USD,1725.2000,173.3000,4.0000,199.1000,256.6000,1009.0000,A,3285.1400,25
003028,20191231,2019,INDL,C,D,STD,CHDN,USD,2551.0000,142.5000,9.0000,233.8000,301.2000,1329.7000,A,5446.8400,25
003036,20031231,2003,INDL,C,D,STD,CBB,USD,2073.5000,26.0000,13.3000,364.7000,306.8000,1557.8000,A,1235.0331,50
003036,20041231,2004,INDL,C,D,STD,CBB,USD,1958.7000,24.9000,30.1000,310.4000,297.4000,1207.1000,A,1018.4142,50
003036,20061231,2006,INDL,C,D,STD,CBB,USD,2013.8000,79.4000,7.3000,314.5000,318.9000,1270.1000,A,1130.9470,50
003036,20071231,2007,INDL,C,D,STD,CBB,USD,2019.6000,26.1000,7.8000,322.2000,317.6000,1348.6000,A,1179.6958,50
003036,20121231,2012,INDL,C,D,STD,CBB,USD,2872.4000,23.6000,13.4000,292.8000,355.4000,1473.9000,A,1109.5301,50
003054,20040229,2003,INDL,C,D,STD,CCTYQ,USD,3633.0000,783.4710,1.1150,-6.0360,1176.7030,9778.1380,I,2279.5908,25
003054,20050228,2004,INDL,C,D,STD,CCTYQ,USD,3789.3820,1004.9850,0.8880,87.1550,1263.8460,10477.9280,I,2940.7845,25
003054,20060228,2005,INDL,C,D,STD,CCTYQ,USD,4069.0440,837.9620,29.2510,210.9990,1622.3300,11597.6860,I,4200.1797,25
003054,20070228,2006,INDL,C,D,STD,CCTYQ,USD,4007.2830,739.4820,97.0620,122.4970,1714.0290,12429.7540,I,3243.0910,25
003062,20030531,2002,INDL,C,D,STD,CTAS,USD,2582.9460,57.6590,28.2510,423.7710,304.8390,2686.5850,A,6315.6120,20
003062,20040531,2003,INDL,C,D,STD,CTAS,USD,2810.2970,254.3210,10.5230,458.8740,325.6860,2814.0590,A,7768.5647,20
003062,20050531,2004,INDL,C,D,STD,CTAS,USD,3059.7440,309.4280,7.3000,494.5270,356.4810,3067.2830,A,6889.5038,20
003062,20060531,2005,INDL,C,D,STD,CTAS,USD,3425.2370,241.4530,4.2880,546.8380,411.8280,3403.6080,A,6912.3895,20
003062,20070531,2006,INDL,C,D,STD,CTAS,USD,3570.4800,155.4130,4.1410,577.3970,403.0380,3706.9000,A,6086.8497,20
003062,20080531,2007,INDL,C,D,STD,CTAS,USD,3808.6010,191.6950,1.0700,577.4550,367.2420,3937.9000,A,4536.9583,20
003062,20090531,2008,INDL,C,D,STD,CTAS,USD,3720.9510,250.1380,0.5980,495.6480,317.4650,3774.6850,A,3558.4791,20
003062,20100531,2009,INDL,C,D,STD,CTAS,USD,3969.7360,566.0870,0.6090,411.4580,383.6820,3547.3390,A,3974.6200,20
003062,20110531,2010,INDL,C,D,STD,CTAS,USD,4351.9400,525.3260,1.3350,440.3430,434.1390,3810.3840,A,4519.6344,20
003062,20120531,2011,INDL,C,D,STD,CTAS,USD,4160.9060,339.8250,225.6360,539.6270,670.8910,4102.0000,A,4668.5880,20
003062,20130531,2012,INDL,C,D,STD,CTAS,USD,4345.6320,357.9530,8.1870,558.3110,556.2560,4316.4710,A,5582.7847,20
003062,20140531,2013,INDL,C,D,STD,CTAS,USD,4462.4520,513.2880,0.5030,611.6340,630.1310,4551.8120,A,7270.4006,20
003062,20150531,2014,INDL,C,D,STD,CTAS,USD,4192.4600,433.1540,0.0000,696.4070,621.0580,4476.8860,A,9616.5113,20
003062,20160531,2015,INDL,C,D,STD,CTAS,USD,4104.3930,209.7620,250.0000,781.7480,815.5550,4905.4580,A,9879.3924,20
003062,20170531,2016,INDL,C,D,STD,CTAS,USD,6844.0570,191.4850,362.9000,852.9150,1130.8520,5323.3810,A,13267.8779,20
003062,20180531,2017,INDL,C,D,STD,CTAS,USD,6958.2140,138.7240,0.0000,1031.7310,775.8570,6476.6320,A,19377.9135,20
003062,20190531,2018,INDL,C,D,STD,CTAS,USD,7436.6620,96.6450,312.2640,1147.9440,1127.7330,6892.3030,A,22911.4897,20
003063,20030131,2002,INDL,C,D,STD,MBG.2,USD,4354.6640,148.4420,20.2840,372.7780,317.3770,2354.1180,I,1607.4747,25
003063,20040131,2003,INDL,C,D,STD,MBG.2,USD,4782.4960,153.4900,16.6810,409.2580,330.9510,2491.0990,I,3065.8604,25
003063,20050131,2004,INDL,C,D,STD,MBG.2,USD,4722.1150,169.7380,16.6880,541.7630,348.6050,2809.1430,I,4768.7476,25
003087,20030131,2002,INDL,C,D,STD,CLE,USD,728.5270,195.4820,40.9160,125.3890,141.0100,1001.5370,I,1143.8328,25
003087,20040131,2003,INDL,C,D,STD,CLE,USD,805.9240,224.6300,0.0000,181.4760,143.3260,1132.8340,I,1810.1445,25
003087,20050131,2004,INDL,C,D,STD,CLE,USD,966.1290,325.6190,0.0000,215.9710,166.9380,1279.4070,I,2042.0399,25
003087,20060131,2005,INDL,C,D,STD,CLE,USD,1090.7010,431.1220,0.0000,245.4310,179.4450,1369.7520,I,3149.4418,25
003087,20070131,2006,INDL,C,D,STD,CLE,USD,1091.2660,340.8770,0.0000,250.4730,195.4510,1480.9870,I,3196.0775,25
003093,20031130,2003,INDL,C,D,STD,CLC,USD,538.2370,8.3480,0.6740,87.0620,111.3730,741.3580,I,1108.2811,20
003093,20041130,2004,INDL,C,D,STD,CLC,USD,627.7970,22.5200,0.4200,100.4160,126.2720,787.6860,I,1345.1422,20
003093,20051130,2005,INDL,C,D,STD,CLC,USD,675.2720,28.9020,0.2330,118.4920,121.4700,873.9740,I,1530.8237,20
003093,20061130,2006,INDL,C,D,STD,CLC,USD,727.5160,62.8650,0.0580,128.1810,118.4280,907.0470,I,1686.2168,20
003093,20071130,2007,INDL,C,D,STD,CLC,USD,739.1350,41.9980,0.0940,129.8140,114.1710,921.1910,I,1752.6886,20
003093,20081130,2008,INDL,C,D,STD,CLC,USD,957.8820,48.4570,0.1280,151.9480,143.5030,1059.6010,I,1630.9953,20
003093,20091130,2009,INDL,C,D,STD,CLC,USD,973.8900,92.2100,0.0990,107.4000,131.9420,907.7480,I,1606.0249,20
003093,20101130,2010,INDL,C,D,STD,CLC,USD,1042.4110,117.7300,0.1460,144.6490,163.4570,1011.4290,I,2049.1379,20
003093,20111130,2011,INDL,C,D,STD,CLC,USD,1134.9330,157.1040,1.2890,180.9580,160.0500,1126.1010,I,2428.0209,20
003093,20121130,2012,INDL,C,D,STD,CLC,USD,1205.5020,186.0620,0.2010,183.6640,174.8910,1121.7650,I,2302.9061,20
003093,20131130,2013,INDL,C,D,STD,CLC,USD,1448.8430,412.3250,50.2230,183.5910,207.7610,1130.7700,I,3048.9566,20
003093,20141130,2014,INDL,C,D,STD,CLC,USD,1888.7690,94.0640,0.2330,225.5730,224.3800,1512.8540,I,3307.9416,20
003093,20151130,2015,INDL,C,D,STD,CLC,USD,1818.4560,101.5290,7.7880,203.5770,203.7000,1481.0260,I,2594.5341,20
003093,20161130,2016,INDL,C,D,STD,CLC,USD,1739.0920,134.8780,17.7000,191.5640,203.8100,1389.5730,I,3421.5452,20
003105,20021231,2002,INDL,C,D,STD,IHRT,USD,27672.1530,170.0860,1396.5320,1565.7220,3010.6390,8421.0550,A,22862.5363,50
003105,20031231,2003,INDL,C,D,STD,IHRT,USD,28352.6930,123.3340,143.6640,1591.5330,1892.7190,8930.8990,A,28842.2692,50
003105,20041231,2004,INDL,C,D,STD,IHRT,USD,19927.9490,210.4760,417.2750,1674.4300,2184.5520,9418.4590,A,18997.7049,50
003105,20051231,2005,INDL,C,D,STD,IHRT,USD,18703.3760,82.7860,891.1850,1448.9460,2107.3130,6610.4180,A,16925.5723,50
003105,20061231,2006,INDL,C,D,STD,IHRT,USD,18890.1790,114.0040,336.3750,1602.6200,1663.8460,7066.9570,A,17552.0687,50
003105,20071231,2007,INDL,C,D,STD,IHRT,USD,18805.5280,145.1480,1360.1990,1644.9290,2813.2770,6816.9090,A,17188.0948,50
003105,20191231,2019,INDL,C,D,STD,IHRT,USD,11021.0990,411.6180,86.6680,632.4280,667.3980,3683.5270,A,1090.9457,50
003107,20041231,2004,INDL,C,D,STD,CLF,USD,1161.1000,399.6000,0.0000,122.3000,257.1000,1218.0000,A,1121.6880,15
003107,20051231,2005,INDL,C,D,STD,CLF,USD,1746.7000,202.7000,0.0000,354.2000,362.7000,1752.6000,A,1941.1001,15
003107,20061231,2006,INDL,C,D,STD,CLF,USD,1939.7000,351.7000,0.0000,371.1000,374.9000,1933.4000,A,1981.4382,15
003107,20071231,2007,INDL,C,D,STD,CLF,USD,3075.8000,157.1000,0.0000,353.3000,399.6000,2289.7000,A,4393.2672,15
003107,20081231,2008,INDL,C,D,STD,CLF,USD,4111.1000,179.0000,0.0000,999.6000,844.9000,3630.8000,A,2906.9655,15
003107,20091231,2009,INDL,C,D,STD,CLF,USD,4639.3000,502.7000,14.2000,193.0000,570.4000,2346.8000,A,6036.4534,15
003107,20101231,2010,INDL,C,D,STD,CLF,USD,7778.2000,1566.7000,33.7000,1332.9000,1028.7000,4694.3000,A,10567.0006,15
