gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,at,che,dlc,ebit,lct,revt,costat,mkvalt,gsector
012389,20181231,2018,INDL,C,D,STD,HOG,USD,10665.6640,1263.0480,2711.6090,1013.0240,3597.6000,5716.8750,A,5447.5310,25
012389,20191231,2019,INDL,C,D,STD,HOG,USD,10528.1590,898.4220,2339.1170,808.7340,3196.7720,5361.7890,A,5670.2849,25
012392,20031231,2003,INDL,C,D,STD,SKYW,USD,1529.2100,480.3940,30.8770,108.4800,151.9590,888.0260,A,1047.9516,20
012392,20041231,2004,INDL,C,D,STD,SKYW,USD,1662.2870,549.6970,32.5850,144.7760,175.8310,1156.0440,A,1156.4389,20
012392,20051231,2005,INDL,C,D,STD,SKYW,USD,3320.6460,324.4910,391.1450,220.4080,615.9170,1964.0480,A,1577.1118,20
012392,20061231,2006,INDL,C,D,STD,SKYW,USD,3731.4190,651.9390,108.5050,339.1600,408.4310,3114.6560,A,1631.5941,20
012392,20071231,2007,INDL,C,D,STD,SKYW,USD,3990.5250,660.4320,118.2020,344.5240,398.2190,3374.3320,A,1623.8612,20
012392,20081231,2008,INDL,C,D,STD,SKYW,USD,4014.2910,705.1870,129.7830,255.2310,386.6040,3496.2490,A,1048.4634,20
012392,20161231,2016,INDL,C,D,STD,SKYW,USD,5137.2510,564.9070,305.4600,292.9650,747.2650,3121.2060,A,1886.8707,20
012392,20171231,2017,INDL,C,D,STD,SKYW,USD,5458.2790,685.2950,309.6780,388.1990,820.8250,3204.2680,A,2748.1905,20
012392,20181231,2018,INDL,C,D,STD,SKYW,USD,6313.2120,689.3290,350.2060,474.2800,924.8260,3221.6790,A,2285.2244,20
012392,20191231,2019,INDL,C,D,STD,SKYW,USD,6657.1290,520.1720,458.9320,534.1270,924.6760,2971.9630,A,3252.3755,20
012395,20031031,2003,INDL,C,D,STD,TOL,USD,3787.3910,425.2510,90.8000,490.6090,,2774.2600,A,2701.1825,25
012395,20041031,2004,INDL,C,D,STD,TOL,USD,4905.5780,580.8630,373.4000,733.2330,,3877.3620,A,3467.9534,25
012395,20051031,2005,INDL,C,D,STD,TOL,USD,6343.8400,689.2190,176.4110,1424.7230,,5834.6220,A,5718.9461,25
012395,20061031,2006,INDL,C,D,STD,TOL,USD,7583.5410,632.5240,274.1500,1078.2550,,6176.1170,A,4449.2201,25
012395,20071031,2007,INDL,C,D,STD,TOL,USD,7220.3160,900.3370,176.9890,120.0060,,4762.1120,A,3597.0533,25
012395,20081031,2008,INDL,C,D,STD,TOL,USD,6586.8360,1633.4950,103.0800,-317.3610,,3238.1510,A,3707.7313,25
012395,20091031,2009,INDL,C,D,STD,TOL,USD,5634.4440,1908.8940,175.3000,-475.2540,,1797.2160,A,2853.0370,25
012395,20101031,2010,INDL,C,D,STD,TOL,USD,5171.5550,1297.8330,102.9000,-139.4490,,1529.6010,A,2985.3595,25
012395,20111031,2011,INDL,C,D,STD,TOL,USD,5055.2460,1159.6720,92.8270,-28.7190,,1551.1970,A,2890.3138,25
012395,20121031,2012,INDL,C,D,STD,TOL,USD,6181.0440,826.1000,265.8370,86.0730,,1990.8710,A,5566.7074,25
012395,20131031,2013,INDL,C,D,STD,TOL,USD,6827.4590,805.0080,373.0490,235.4800,,2812.7990,A,5568.3266,25
012395,20141031,2014,INDL,C,D,STD,TOL,USD,8416.9020,604.6570,455.3820,466.7210,,4282.0470,A,5592.7197,25
012395,20151031,2015,INDL,C,D,STD,TOL,USD,9206.5150,970.3980,166.4970,512.1800,,4494.2200,A,6289.2466,25
012395,20161031,2016,INDL,C,D,STD,TOL,USD,9736.7890,803.6390,637.3290,546.0860,,5402.0600,A,4439.3255,25
012395,20171031,2017,INDL,C,D,STD,TOL,USD,9445.2250,761.2340,181.3610,697.1820,,6261.6810,A,7237.7182,25
012395,20181031,2018,INDL,C,D,STD,TOL,USD,10244.5900,1215.6660,572.4880,837.7860,,7461.0490,A,4919.8466,25
012395,20191031,2019,INDL,C,D,STD,TOL,USD,10828.1380,1318.8770,234.0960,763.3330,,7439.3220,A,5605.1043,25
012403,20040131,2003,INDL,C,D,STD,FREDQ,USD,413.7500,4.7410,0.7430,50.6210,107.0720,1302.6500,I,1094.5769,25
012413,20151231,2015,INDL,C,D,STD,EGL,USD,2274.9690,30.0220,8.4470,154.7510,313.4610,2085.6230,I,1193.1528,20
012413,20161231,2016,INDL,C,D,STD,EGL,USD,2198.5590,48.2360,26.9470,141.4530,320.8390,2076.4230,I,1239.3512,20
012413,20171231,2017,INDL,C,D,STD,EGL,USD,2026.0080,41.8900,26.9470,138.1710,289.9180,1931.8870,I,1044.6401,20
012428,20061231,2006,INDL,C,D,STD,POR,USD,3767.0000,12.0000,147.0000,159.0000,562.0000,1520.0000,A,1703.2613,55
012428,20071231,2007,INDL,C,D,STD,POR,USD,4108.0000,73.0000,0.0000,269.0000,391.0000,1743.0000,A,1737.0834,55
012428,20081231,2008,INDL,C,D,STD,POR,USD,5023.0000,10.0000,345.0000,217.0000,1047.0000,1745.0000,A,1218.3353,55
012428,20091231,2009,INDL,C,D,STD,POR,USD,5172.0000,31.0000,186.0000,226.0000,620.0000,1804.0000,A,1535.0565,55
012428,20101231,2010,INDL,C,D,STD,POR,USD,5491.0000,4.0000,29.0000,267.0000,489.0000,1783.0000,A,1634.3572,55
012428,20111231,2011,INDL,C,D,STD,POR,USD,5733.0000,6.0000,130.0000,309.0000,614.0000,1813.0000,A,1905.9303,55
012428,20121231,2012,INDL,C,D,STD,POR,USD,5670.0000,12.0000,117.0000,302.0000,521.0000,1805.0000,A,2067.2122,55
012428,20131231,2013,INDL,C,D,STD,POR,USD,6101.0000,107.0000,0.0000,258.0000,393.0000,1810.0000,A,2358.1972,55
012428,20141231,2014,INDL,C,D,STD,POR,USD,7042.0000,127.0000,375.0000,293.0000,873.0000,1900.0000,A,2959.3652,55
012428,20151231,2015,INDL,C,D,STD,POR,USD,7221.0000,4.0000,139.0000,309.0000,626.0000,1898.0000,A,3229.4014,55
012428,20161231,2016,INDL,C,D,STD,POR,USD,7527.0000,6.0000,150.0000,333.0000,577.0000,1923.0000,A,3854.0735,55
012428,20171231,2017,INDL,C,D,STD,POR,USD,7838.0000,39.0000,2.0000,376.0000,432.0000,2009.0000,A,4061.8161,55
012428,20181231,2018,INDL,C,D,STD,POR,USD,8110.0000,119.0000,302.0000,336.0000,791.0000,1991.0000,A,4092.9378,55
012428,20191231,2019,INDL,C,D,STD,POR,USD,8394.0000,30.0000,24.0000,353.0000,519.0000,2123.0000,A,4986.9007,55
012432,20131231,2013,INDL,C,D,STD,HCRSQ,USD,302.1440,16.7370,0.0000,53.9240,15.2520,141.7420,A,1096.2927,10
012432,20141231,2014,INDL,C,D,STD,HCRSQ,USD,436.1200,5.3370,2.0000,134.7390,52.5850,386.5470,A,1146.6206,10
012432,20161231,2016,INDL,C,D,STD,HCRSQ,USD,529.3100,4.3140,2.9620,-24.6810,30.1620,204.4300,A,1260.6264,10
012433,20070930,2007,INDL,C,D,STD,VIVO,USD,132.6980,49.4000,0.0000,35.0300,17.0670,122.9630,A,1208.1610,35
012433,20080930,2008,INDL,C,D,STD,VIVO,USD,146.4310,49.2970,0.0000,44.3500,16.0610,139.6390,A,1170.7186,35
012433,20090930,2009,INDL,C,D,STD,VIVO,USD,155.9970,61.3150,0.0000,48.7790,16.7520,148.2740,A,1012.7299,35
012434,20070331,2006,INDL,C,D,STD,MM.1,USD,695.5230,9.3840,0.0460,157.2550,225.5460,2229.0120,I,1183.3206,15
012441,20031231,2003,INDL,C,D,STD,IT,USD,917.2640,229.9620,0.0000,77.1770,491.1330,858.4460,A,1458.1485,45
012441,20041231,2004,INDL,C,D,STD,IT,USD,861.1940,160.1260,40.0000,81.1510,529.1980,893.8210,A,1388.7602,45
012441,20051231,2005,INDL,C,D,STD,IT,USD,1026.6170,70.5820,66.6670,69.4130,642.7680,989.0040,A,1474.9086,45
012441,20061231,2006,INDL,C,D,STD,IT,USD,1039.7930,68.1010,220.0000,104.7000,803.8830,1060.3210,A,2059.4464,45
012441,20071231,2007,INDL,C,D,STD,IT,USD,1133.2100,109.9450,236.5000,142.2060,876.0120,1189.1980,A,1739.0019,45
012441,20081231,2008,INDL,C,D,STD,IT,USD,1093.0650,140.9290,177.7500,164.3680,792.4090,1279.0650,A,1673.8804,45
012441,20091231,2009,INDL,C,D,STD,IT,USD,1215.2790,116.5740,205.0000,137.4110,898.1730,1139.8000,A,1729.6211,45
012441,20101231,2010,INDL,C,D,STD,IT,USD,1285.6580,120.1810,40.1560,157.1680,811.1520,1288.4540,A,3186.8016,45
012441,20111231,2011,INDL,C,D,STD,IT,USD,1379.8720,142.7390,50.0000,214.0620,921.1370,1468.5880,A,3245.5361,45
012441,20121231,2012,INDL,C,D,STD,IT,USD,1621.2770,299.8520,90.0000,248.1270,1070.0000,1615.8080,A,4296.4732,45
012441,20131231,2013,INDL,C,D,STD,IT,USD,1783.5820,423.9900,68.7500,275.8290,1159.9230,1784.2130,A,6534.1133,45
012441,20141231,2014,INDL,C,D,STD,IT,USD,1904.3510,365.3020,20.0000,308.0290,1215.2180,2021.4410,A,7370.0592,45
012441,20151231,2015,INDL,C,D,STD,IT,USD,2174.6860,372.9760,35.0000,314.1720,1323.4920,2163.0560,A,7468.0566,45
012441,20161231,2016,INDL,C,D,STD,IT,USD,2367.3350,474.2330,30.0000,347.7390,1460.2490,2444.5400,A,8353.5366,45
012441,20171231,2017,INDL,C,D,STD,IT,USD,7283.1730,538.9080,379.7210,152.1210,2822.5850,3311.4940,A,11184.8525,45
012441,20181231,2018,INDL,C,D,STD,IT,USD,6201.4740,158.6630,165.5780,366.9120,2620.9350,3975.4540,A,11467.5037,45
012441,20191231,2019,INDL,C,D,STD,IT,USD,7151.2940,280.8360,216.2340,379.5500,2856.5340,4245.3210,A,13739.2478,45
012445,20041231,2004,INDL,C,D,STD,WTS,USD,924.2480,92.5130,4.9810,86.5680,197.1730,824.5580,A,1044.3503,20
012445,20061231,2006,INDL,C,D,STD,WTS,USD,1660.8500,354.8040,8.5930,129.5060,299.3580,1230.7770,A,1584.0916,20
012445,20071231,2007,INDL,C,D,STD,WTS,USD,1729.3000,312.3000,2.7000,133.2000,289.7000,1382.3000,A,1129.2412,20
012445,20091231,2009,INDL,C,D,STD,WTS,USD,1591.4000,264.7000,52.2000,113.3000,307.0000,1225.9000,A,1134.7640,20
012445,20101231,2010,INDL,C,D,STD,WTS,USD,1646.1000,333.2000,1.9000,129.7000,278.6000,1274.6000,A,1355.8790,20
012445,20111231,2011,INDL,C,D,STD,WTS,USD,1697.5000,254.7000,3.1000,148.1000,283.6000,1436.6000,A,1246.0993,20
012445,20121231,2012,INDL,C,D,STD,WTS,USD,1709.0000,273.9000,78.3000,134.6000,368.0000,1445.6000,A,1515.9134,20
012445,20131231,2013,INDL,C,D,STD,WTS,USD,1740.2000,267.9000,3.6000,140.2000,326.9000,1473.5000,A,2184.8772,20
012445,20141231,2014,INDL,C,D,STD,WTS,USD,1948.0000,301.1000,3.1000,151.5000,345.7000,1513.7000,A,2222.3666,20
012445,20151231,2015,INDL,C,D,STD,WTS,USD,1692.8000,296.2000,2.2000,152.2000,295.0000,1467.7000,A,1710.0884,20
012445,20161231,2016,INDL,C,D,STD,WTS,USD,1800.3000,338.4000,140.1000,159.7000,425.5000,1398.4000,A,2230.4920,20
012445,20171231,2017,INDL,C,D,STD,WTS,USD,1736.5000,280.2000,23.8000,173.2000,327.4000,1456.7000,A,2590.1229,20
012445,20181231,2018,INDL,C,D,STD,WTS,USD,1653.7000,204.1000,31.6000,191.8000,348.7000,1564.9000,A,2192.4713,20
012445,20191231,2019,INDL,C,D,STD,WTS,USD,1723.1000,219.7000,116.5000,205.4000,419.3000,1600.5000,A,3378.4722,20
012459,20021231,2002,INDL,C,D,STD,NVR,USD,1182.2880,142.8450,139.2570,550.8870,,3136.2740,A,2292.6830,25
012459,20031231,2003,INDL,C,D,STD,NVR,USD,1363.1050,232.2190,53.3400,719.5220,,3687.1720,A,3134.7820,25
012459,20041231,2004,INDL,C,D,STD,NVR,USD,1777.9670,367.3650,9.7260,885.0270,,4327.7010,A,5058.0356,25
012459,20051231,2005,INDL,C,D,STD,NVR,USD,2269.5880,177.5260,156.8160,1159.9870,,5275.0970,A,3950.8560,25
012459,20061231,2006,INDL,C,D,STD,NVR,USD,2473.8080,556.1190,153.5520,984.1990,,6156.7710,A,3559.1100,25
012459,20071231,2007,INDL,C,D,STD,NVR,USD,2194.4160,664.2090,83.5780,553.3360,,5156.4200,A,2692.3120,25
012459,20081231,2008,INDL,C,D,STD,NVR,USD,2103.2360,1147.6430,44.6660,192.7970,,3714.1250,A,2524.4313,25
012459,20091231,2009,INDL,C,D,STD,NVR,USD,2395.7700,1469.6850,145.8300,309.7940,,2756.1530,A,4228.7245,25
012459,20101231,2010,INDL,C,D,STD,NVR,USD,2260.0610,1216.8360,90.6840,328.4220,,3057.3690,A,3913.9373,25
012459,20111231,2011,INDL,C,D,STD,NVR,USD,1779.4850,500.8240,0.4210,209.4680,,2669.6080,A,3414.2220,25
012459,20121231,2012,INDL,C,D,STD,NVR,USD,2604.8420,1174.3510,0.6420,282.6060,,3193.2040,A,4520.8800,25
012459,20131231,2013,INDL,C,D,STD,NVR,USD,2486.1480,889.0080,0.1150,441.0810,,4220.9080,A,4549.3283,25
012459,20141231,2014,INDL,C,D,STD,NVR,USD,2351.3350,570.9910,0.0000,476.6860,,4453.1390,A,5163.8112,25
012459,20151231,2015,INDL,C,D,STD,NVR,USD,2515.1310,449.8040,0.0000,626.7710,,5169.5620,A,6392.9130,25
012459,20161231,2016,INDL,C,D,STD,NVR,USD,2643.9430,416.0370,0.0000,683.4040,,5834.5850,A,6163.6170,25
012459,20171231,2017,INDL,C,D,STD,NVR,USD,2989.2790,689.5570,0.0000,871.0960,,6322.2740,A,12948.8400,25
012459,20181231,2018,INDL,C,D,STD,NVR,USD,3165.9330,732.2480,0.0000,984.8130,,7189.6520,A,8719.5502,25
012459,20191231,2019,INDL,C,D,STD,NVR,USD,3809.8150,1160.8040,0.0000,1051.1750,,7428.4420,A,13835.9535,25
012471,20061231,2006,INDL,C,D,STD,INT,USD,1277.4000,188.9950,0.0100,78.1910,826.7610,10785.1360,A,1266.5765,10
012471,20081231,2008,INDL,C,D,STD,INT,USD,1404.6260,322.4520,23.8400,153.7400,751.0460,18509.4030,A,1083.9150,10
012471,20091231,2009,INDL,C,D,STD,INT,USD,1741.2280,306.9430,6.6840,153.9950,947.7420,11295.1770,A,1590.9242,10
012471,20101231,2010,INDL,C,D,STD,INT,USD,2566.4500,272.8930,17.0760,180.8660,1358.4840,19131.1470,A,2516.8083,10
012471,20111231,2011,INDL,C,D,STD,INT,USD,3697.2460,205.4150,17.8000,256.9720,2026.1420,34622.8540,A,2987.0449,10
012471,20121231,2012,INDL,C,D,STD,INT,USD,4107.7510,172.7400,26.0650,261.5210,2149.2980,38945.3380,A,2970.2920,10
012471,20131231,2013,INDL,C,D,STD,INT,USD,4739.2770,292.0610,14.6470,266.1800,2514.5150,41561.9470,A,3102.4703,10
012471,20141231,2014,INDL,C,D,STD,INT,USD,4879.9800,302.2640,17.9140,276.0250,2241.3540,43386.3890,A,3382.8083,10
012471,20151231,2015,INDL,C,D,STD,INT,USD,4549.4000,582.5000,25.5000,255.1000,1762.8000,30379.7000,A,2722.5065,10
012471,20161231,2016,INDL,C,D,STD,INT,USD,5412.6000,698.6000,15.4000,202.9000,2182.7000,27015.8000,A,3209.1090,10
012471,20171231,2017,INDL,C,D,STD,INT,USD,5587.8000,372.3000,25.6000,209.1000,2718.6000,33695.5000,A,1905.0780,10
012471,20181231,2018,INDL,C,D,STD,INT,USD,5676.9000,211.7000,41.1000,276.7000,2935.9000,39750.2000,A,1434.4700,10
012471,20191231,2019,INDL,C,D,STD,INT,USD,5992.4000,186.1000,89.7000,319.4000,3162.4000,36819.0000,A,2830.9840,10
012478,20031231,2003,INDL,C,D,STD,JRN,USD,747.1750,8.4440,0.0000,113.4090,117.7430,798.2890,I,1421.7884,25
012478,20041231,2004,INDL,C,D,STD,JRN,USD,775.0620,10.7690,0.0000,132.7600,114.5920,820.7610,I,1364.1404,25
012478,20051231,2005,INDL,C,D,STD,JRN,USD,984.6660,6.8640,0.0000,108.8990,108.6700,764.4610,I,1007.4132,25
012485,20021231,2002,INDL,C,D,STD,ATUS,USD,10488.2530,125.9400,41.9770,190.5500,1610.7050,4003.4070,A,4689.4432,50
012485,20031231,2003,INDL,C,D,STD,ATUS,USD,11189.1990,332.8360,126.6750,149.8290,1620.0580,4177.1480,A,6708.4859,50
012485,20041231,2004,INDL,C,D,STD,ATUS,USD,11393.2060,1342.2590,634.4440,-46.2440,2127.0140,4932.8640,A,7166.3196,50
012485,20051231,2005,INDL,C,D,STD,ATUS,USD,9819.8950,1139.8340,883.3580,501.9250,2558.2630,5175.9110,A,6792.8986,50
012485,20061231,2006,INDL,C,D,STD,ATUS,USD,9844.8570,589.9480,720.8650,584.9150,2430.6980,5927.4620,A,8326.9824,50
012485,20071231,2007,INDL,C,D,STD,ATUS,USD,9140.5770,615.1680,835.4410,916.1810,2351.5380,6484.4810,A,7209.6885,50
012485,20081231,2008,INDL,C,D,STD,ATUS,USD,9383.2080,514.7460,704.6930,1155.4780,2297.1580,7230.1160,A,5003.7029,50
012485,20091231,2009,INDL,C,D,STD,ATUS,USD,9325.7250,497.9460,537.1460,1422.6170,2070.2400,7773.2760,A,7798.2080,50
012485,20101231,2010,INDL,C,D,STD,ATUS,USD,8840.6850,631.0710,700.6890,1536.2490,2162.1130,7231.2490,A,9989.6695,50
012485,20111231,2011,INDL,C,D,STD,ATUS,USD,7143.3250,832.3530,366.0300,1248.4960,1595.4280,6700.8480,A,3900.6598,50
012485,20121231,2012,INDL,C,D,STD,ATUS,USD,7246.2240,765.9200,443.4290,759.9690,1692.9480,6692.5590,A,3954.6031,50
012485,20131231,2013,INDL,C,D,STD,ATUS,USD,6591.0760,1121.8280,339.4510,758.8710,1441.0520,6232.1520,A,4800.5065,50
012485,20141231,2014,INDL,C,D,STD,ATUS,USD,6765.1710,1473.3710,558.3680,924.1630,1750.1680,6460.9460,A,5662.7491,50
012485,20151231,2015,INDL,C,D,STD,ATUS,USD,6867.2930,1458.6650,1014.0140,877.4840,2188.6420,6513.0430,A,8827.0490,50
012485,20171231,2017,INDL,C,D,STD,ATUS,USD,34775.2250,273.5810,593.3570,1017.7850,2492.9830,9326.5700,A,15647.9749,50
012485,20181231,2018,INDL,C,D,STD,ATUS,USD,33613.8080,299.0380,158.6250,1720.9270,2021.1910,9566.6080,A,11713.3408,50
012485,20191231,2019,INDL,C,D,STD,ATUS,USD,34108.1220,702.1600,209.5180,1896.7890,1978.4790,9760.8590,A,17306.0833,50
012540,20031130,2003,INDL,C,D,STD,ADBE,USD,1555.0450,1096.5330,0.0000,378.9030,436.5300,1294.7490,A,9844.1730,45
012540,20041130,2004,INDL,C,D,STD,ADBE,USD,1958.6320,1313.2210,0.0000,591.7940,451.4080,1666.5810,A,14666.8447,45
012540,20051130,2005,INDL,C,D,STD,ADBE,USD,2440.3150,1700.8340,0.0000,728.4340,480.3950,1966.3210,A,15937.4527,45
012540,20061130,2006,INDL,C,D,STD,ADBE,USD,5962.5480,2280.8790,0.0000,580.6260,677.3470,2575.3000,A,23582.9962,45
012540,20071130,2007,INDL,C,D,STD,ADBE,USD,5713.6790,1993.8540,0.0000,859.6400,852.4100,3157.8810,A,24079.1753,45
012540,20081130,2008,INDL,C,D,STD,ADBE,USD,5821.5980,2019.2020,0.0000,1060.3240,762.5990,3579.8890,A,12184.7308,45
012540,20091130,2009,INDL,C,D,STD,ADBE,USD,7282.2370,1904.4730,0.0000,731.7730,844.5530,2945.8530,A,18334.8076,45
012540,20101130,2010,INDL,C,D,STD,ADBE,USD,8141.1480,2468.0150,8.7990,1016.3400,1068.0880,3800.0000,A,13952.7366,45
012540,20111130,2011,INDL,C,D,STD,ADBE,USD,8991.1830,2911.6920,9.2120,1197.0720,1250.7790,4216.2580,A,13478.0268,45
012540,20121130,2012,INDL,C,D,STD,ADBE,USD,9974.5230,3538.3530,11.2170,1177.2740,1271.7520,4403.6770,A,17101.9085,45
012540,20131130,2013,INDL,C,D,STD,ADBE,USD,10380.2980,3173.7520,14.6760,449.2200,1525.6480,4055.2400,A,28177.6996,45
012540,20141130,2014,INDL,C,D,STD,ADBE,USD,10785.8290,3739.4910,603.2290,442.5680,2494.4350,4147.0650,A,36654.6211,45
012540,20151130,2015,INDL,C,D,STD,ADBE,USD,11726.4720,3988.0840,0.0000,894.6540,2213.5560,4795.5110,A,45529.6111,45
012540,20161130,2016,INDL,C,D,STD,ADBE,USD,12707.1140,4761.3000,0.0000,1492.0940,2811.6350,5854.4300,A,50814.2537,45
012540,20171130,2017,INDL,C,D,STD,ADBE,USD,14535.5560,5819.7740,0.0000,2168.0950,3527.4570,7301.5050,A,89149.3151,45
012540,20181130,2018,INDL,C,D,STD,ADBE,USD,18768.6820,3228.9620,0.0000,2840.3690,4301.1260,9030.0080,A,122349.7701,45
012540,20191130,2019,INDL,C,D,STD,ADBE,USD,20762.4000,4176.9760,3149.3430,3268.1210,8190.9380,11171.2970,A,149298.3907,45
012544,20081231,2008,INDL,C,D,STD,JOE,USD,1218.2780,144.3820,5.0350,-15.3600,,263.9900,A,2242.4013,60
012544,20101231,2010,INDL,C,D,STD,JOE,USD,1051.6950,209.1080,1.9820,-42.1650,,99.5400,A,2023.4411,60
012544,20111231,2011,INDL,C,D,STD,JOE,USD,661.2910,185.6900,2.0180,-401.7890,,94.9850,A,1352.6342,60
012544,20131231,2013,INDL,C,D,STD,JOE,USD,669.4720,173.1030,0.6630,0.7770,,131.2560,A,1771.1027,60
012544,20151231,2015,INDL,C,D,STD,JOE,USD,984.8130,219.8450,0.2480,-6.1350,,103.8710,A,1394.3583,60
012544,20161231,2016,INDL,C,D,STD,JOE,USD,1027.9450,246.7470,0.9910,1.9600,,95.7440,A,1412.5170,60
012544,20171231,2017,INDL,C,D,STD,JOE,USD,920.9930,196.5520,1.4870,2.3350,,98.7960,A,1189.4589,60
012544,20191231,2019,INDL,C,D,STD,JOE,USD,909.2330,188.0800,2.0290,31.3230,,127.0850,A,1178.1995,60
012545,20021231,2002,INDL,C,D,STD,HRTH,USD,736.7320,25.0260,0.0000,150.2880,121.7610,908.7770,A,1684.1274,50
012545,20031231,2003,INDL,C,D,STD,HRTH,USD,759.1300,32.1510,0.0000,146.4870,134.0720,944.5760,A,1902.9510,50
012545,20041231,2004,INDL,C,D,STD,HRTH,USD,828.3530,38.8070,10.0000,165.2950,182.1920,1030.4610,A,2207.8064,50
012545,20051231,2005,INDL,C,D,STD,HRTH,USD,889.6630,24.5610,0.0000,190.0130,175.3470,1134.9930,A,2150.4683,50
012545,20061231,2006,INDL,C,D,STD,HRTH,USD,969.2850,38.2700,0.0000,186.0520,171.2360,1184.6880,A,2084.1799,50
012545,20071231,2007,INDL,C,D,STD,HRTH,USD,951.9260,22.8470,0.0000,164.9270,180.1080,1162.8860,A,1175.2928,50
012578,20031231,2003,INDL,C,D,STD,VHI,USD,2211.0280,128.8890,5.3920,54.3910,292.7640,1219.7620,A,1797.9826,15
012578,20041231,2004,INDL,C,D,STD,VHI,USD,2679.5740,286.8840,14.4120,75.0770,311.6620,1320.1280,A,1934.1950,15
012578,20051231,2005,INDL,C,D,STD,VHI,USD,2578.3770,292.7250,1.6150,130.3870,279.4410,1392.8660,A,2160.1340,15
012578,20061231,2006,INDL,C,D,STD,VHI,USD,2804.7260,210.8670,1.2420,112.5070,253.2620,1481.3630,A,2984.9981,15
012578,20071231,2007,INDL,C,D,STD,VHI,USD,2603.0000,152.7000,16.8000,47.5000,297.7000,1492.2000,A,1823.5360,15
012578,20081231,2008,INDL,C,D,STD,VHI,USD,2389.4000,55.2000,9.4000,7.7000,294.2000,1485.3000,A,1223.0100,15
012578,20091231,2009,INDL,C,D,STD,VHI,USD,2410.3000,83.7000,2.5000,-91.2000,299.2000,1272.1000,A,1596.7710,15
012578,20101231,2010,INDL,C,D,STD,VHI,USD,2714.3000,336.2000,17.4000,126.0000,305.9000,1592.7000,A,2527.1730,15
012578,20111231,2011,INDL,C,D,STD,VHI,USD,2838.0000,124.2000,19.0000,479.1000,415.6000,2084.1000,A,6893.5800,15
012578,20121231,2012,INDL,C,D,STD,VHI,USD,3170.5000,375.9000,29.6000,301.9000,398.5000,2087.3000,A,4275.0000,15
012578,20131231,2013,INDL,C,D,STD,VHI,USD,2967.2000,157.0000,10.7000,-196.9000,394.7000,1863.6000,A,6012.3600,15
012578,20141231,2014,INDL,C,D,STD,VHI,USD,2967.2000,269.1000,9.3000,126.7000,331.2000,1862.6000,A,2192.2200,15
012578,20161231,2016,INDL,C,D,STD,VHI,USD,2443.2000,176.7000,7.8000,36.2000,294.1000,1566.8000,A,1183.3200,15
012578,20171231,2017,INDL,C,D,STD,VHI,USD,2907.5000,454.8000,1.6000,332.6000,331.1000,1879.4000,A,2110.1400,15
012587,20031231,2003,INDL,C,D,STD,ASCL,USD,966.0790,516.2490,0.0000,-6.9330,207.8350,185.5860,I,1558.6049,45
012589,20021231,2002,INDL,C,D,STD,EHC,USD,4533.0160,118.0880,467.8420,457.5630,1290.4590,3960.1420,A,1663.8216,35
012589,20031231,2003,INDL,C,D,STD,EHC,USD,4196.2580,618.3380,395.1090,556.1990,1111.1580,3957.6040,A,1818.4846,35
012589,20041231,2004,INDL,C,D,STD,EHC,USD,4082.9930,638.7080,303.7810,296.8110,1198.7970,3753.7810,A,2490.1582,35
012589,20051231,2005,INDL,C,D,STD,EHC,USD,3592.2130,355.7480,64.2730,290.0340,1109.8240,3207.7280,A,1948.7692,35
012589,20061231,2006,INDL,C,D,STD,EHC,USD,3359.6000,177.7000,50.5000,217.3000,1261.6000,3000.1000,A,1782.1020,35
012589,20071231,2007,INDL,C,D,STD,EHC,USD,2050.6000,112.3000,79.7000,188.7000,970.5000,1752.5000,A,1652.9520,35
012589,20091231,2009,INDL,C,D,STD,EHC,USD,1681.5000,151.4000,21.5000,313.6000,391.2000,1911.1000,A,1750.9031,35
012589,20101231,2010,INDL,C,D,STD,EHC,USD,2372.1000,103.1000,14.5000,343.3000,359.3000,1999.3000,A,1935.2667,35
012589,20111231,2011,INDL,C,D,STD,EHC,USD,2271.2000,80.4000,18.9000,378.9000,313.2000,2027.4000,A,1683.0145,35
012589,20121231,2012,INDL,C,D,STD,EHC,USD,2423.8000,198.5000,13.6000,413.4000,300.9000,2134.9000,A,2019.9315,35
012589,20131231,2013,INDL,C,D,STD,EHC,USD,2534.4000,121.6000,12.3000,457.8000,311.6000,2247.2000,A,2931.9601,35
012589,20141231,2014,INDL,C,D,STD,EHC,USD,3408.8000,116.9000,20.8000,475.0000,364.3000,2374.3000,A,3376.3649,35
012589,20151231,2015,INDL,C,D,STD,EHC,USD,4606.1000,123.6000,36.8000,566.5000,426.4000,3115.7000,A,3137.4253,35
012589,20161231,2016,INDL,C,D,STD,EHC,USD,4681.9000,125.6000,37.1000,648.8000,475.6000,3646.0000,A,3667.4732,35
012589,20171231,2017,INDL,C,D,STD,EHC,USD,4893.7000,134.6000,32.3000,655.6000,517.5000,3919.0000,A,4857.2995,35
012589,20181231,2018,INDL,C,D,STD,EHC,USD,5175.0000,128.2000,35.8000,692.5000,672.5000,4277.3000,A,6103.7342,35
012589,20191231,2019,INDL,C,D,STD,EHC,USD,6080.7000,152.2000,79.7000,695.9000,721.0000,4605.0000,A,6829.5371,35
012615,20191231,2019,INDL,C,D,STD,MHO,USD,2105.5940,6.0830,136.9040,187.7280,,2500.2900,A,1116.9891,25
